 Country , Year , IMF based exchange rate , Population , Currency ,  Per capita GNI  ,  Exports of goods and services  ,  Final consumption expenditure  , Gross National Income(GNI) in USD ,  Gross Domestic Product (GDP)  
 Tonga ,1970,0.893USD,.9M, Pa'anga , $0.2K , $.06M , $.02B ,$.02B, $.02B 
 Tonga ,1971,0.881USD,.9M, Pa'anga , $0.2K , $.07M , $.02B ,$.02B, $.02B 
 Tonga ,1972,0.819USD,.9M, Pa'anga , $0.3K , $.09M , $.02B ,$.02B, $.02B 
 Tonga ,1973,0.704USD,.9M, Pa'anga , $0.4K , $.12M , $.04B ,$.03B, $.03B 
 Tonga ,1974,0.696USD,.9M, Pa'anga , $0.5K , $.16M , $.05B ,$.05B, $.05B 
 Tonga ,1975,0.764USD,.9M, Pa'anga , $0.5K , $.18M , $.04B ,$.04B, $.04B 
 Tonga ,1976,0.818USD,.9M, Pa'anga , $0.4K , $.11M , $.04B ,$.04B, $.04B 
 Tonga ,1977,0.902USD,1.0M, Pa'anga , $0.5K , $.15M , $.05B ,$.05B, $.04B 
 Tonga ,1978,0.874USD,1.0M, Pa'anga , $0.6K , $.16M , $.06B ,$.06B, $.05B 
 Tonga ,1979,0.895USD,1.0M, Pa'anga , $0.6K , $.15M , $.07B ,$.06B, $.06B 
 Tonga ,1980,0.878USD,1.0M, Pa'anga , $0.9K , $.21M , $.08B ,$.08B, $.08B 
 Tonga ,1981,0.870USD,1.0M, Pa'anga , $0.9K , $.18M , $.09B ,$.09B, $.08B 
 Tonga ,1982,0.986USD,1.0M, Pa'anga , $0.9K , $.18M , $.09B ,$.09B, $.09B 
 Tonga ,1983,1.110USD,1.0M, Pa'anga , $0.9K , $.14M , $.10B ,$.09B, $.09B 
 Tonga ,1984,1.140USD,1.0M, Pa'anga , $0.9K , $.23M , $.10B ,$.09B, $.09B 
 Tonga ,1985,1.432USD,1.0M, Pa'anga , $0.8K , $.22M , $.08B ,$.08B, $.07B 
 Tonga ,1986,1.496USD,1.0M, Pa'anga , $1.0K , $.23M , $.11B ,$.09B, $.09B 
 Tonga ,1987,1.428USD,1.0M, Pa'anga , $1.1K , $.33M , $.12B ,$.11B, $.11B 
 Tonga ,1988,1.275USD,1.0M, Pa'anga , $1.6K , $.33M , $.18B ,$.16B, $.15B 
 Tonga ,1989,1.261USD,1.0M, Pa'anga , $1.6K , $.38M , $.18B ,$.16B, $.15B 
 Tonga ,1990,1.280USD,1.0M, Pa'anga , $1.7K , $.54M , $.18B ,$.17B, $.16B 
 Tonga ,1991,1.296USD,1.0M, Pa'anga , $2.0K , $.45M , $.24B ,$.20B, $.20B 
 Tonga ,1992,1.347USD,1.0M, Pa'anga , $2.0K , $.46M , $.21B ,$.19B, $.19B 
 Tonga ,1993,1.384USD,1.0M, Pa'anga , $1.9K , $.37M , $.21B ,$.19B, $.19B 
 Tonga ,1994,1.320USD,1.0M, Pa'anga , $2.1K , $.34M , $.21B ,$.20B, $.20B 
 Tonga ,1995,1.271USD,1.0M, Pa'anga , $2.1K , $.35M , $.23B ,$.21B, $.21B 
 Tonga ,1996,1.232USD,1.0M, Pa'anga , $2.3K , $.45M , $.24B ,$.23B, $.22B 
 Tonga ,1997,1.264USD,1.0M, Pa'anga , $2.2K , $.45M , $.24B ,$.22B, $.21B 
 Tonga ,1998,1.492USD,1.0M, Pa'anga , $2.0K , $.38M , $.22B ,$.20B, $.19B 
 Tonga ,1999,1.599USD,1.0M, Pa'anga , $2.0K , $.31M , $.21B ,$.20B, $.20B 
 Tonga ,2000,1.759USD,1.0M, Pa'anga , $1.9K , $.29M , $.21B ,$.19B, $.19B 
 Tonga ,2001,2.124USD,1.0M, Pa'anga , $1.6K , $.22M , $.18B ,$.17B, $.17B 
 Tonga ,2002,2.195USD,1.0M, Pa'anga , $1.8K , $.33M , $.21B ,$.18B, $.18B 
 Tonga ,2003,2.146USD,1.0M, Pa'anga , $2.0K , $.40M , $.24B ,$.21B, $.21B 
 Tonga ,2004,1.972USD,1.1M, Pa'anga , $2.3K , $.47M , $.28B ,$.24B, $.24B 
 Tonga ,2005,1.943USD,1.1M, Pa'anga , $2.5K , $.47M , $.31B ,$.26B, $.26B 
 Tonga ,2006,2.026USD,1.1M, Pa'anga , $2.8K , $.42M , $.34B ,$.29B, $.29B 
 Tonga ,2007,1.971USD,1.1M, Pa'anga , $2.9K , $.37M , $.37B ,$.31B, $.30B 
 Tonga ,2008,1.942USD,1.1M, Pa'anga , $3.2K , $.54M , $.40B ,$.34B, $.34B 
 Tonga ,2009,2.034USD,1.1M, Pa'anga , $3.1K , $.44M , $.39B ,$.33B, $.32B 
 Tonga ,2010,1.906USD,1.1M, Pa'anga , $3.6K , $.46M , $.43B ,$.38B, $.37B 
 Tonga ,2011,1.729USD,1.1M, Pa'anga , $4.2K , $.71M , $.48B ,$.45B, $.44B 
 Tonga ,2012,1.720USD,1.1M, Pa'anga , $4.4K , $.79M , $.50B ,$.48B, $.46B 
 Tonga ,2013,1.774USD,1.1M, Pa'anga , $4.2K , $.90M , $.51B ,$.45B, $.44B 
 Tonga ,2014,1.847USD,1.1M, Pa'anga , $4.1K , $.73M , $.51B ,$.43B, $.43B 
 Tonga ,2015,2.106USD,1.1M, Pa'anga , $3.8K , $.68M , $.49B ,$.41B, $.40B 
 Tonga ,2016,2.216USD,1.1M, Pa'anga , $4.0K , $.91M , $.49B ,$.42B, $.42B 
 Tonga ,2017,2.206USD,1.1M, Pa'anga , $4.6K , $1.02M , $.53B ,$.48B, $.46B 
 Tonga ,2018,2.237USD,1.1M, Pa'anga , $4.8K , $1.03M , $.56B ,$.51B, $.48B 
 Tonga ,2019,2.289USD,1.0M, Pa'anga , $5.2K , $1.12M , $.57B ,$.55B, $.51B 
 Tonga ,2020,2.300USD,1.1M, Pa'anga , $5.0K , $1.00M , $.56B ,$.53B, $.49B 
 Tonga ,2021,2.265USD,1.1M, Pa'anga , $4.7K , $.59M , $.66B ,$.50B, $.47B 
 Trinidad and Tobago ,1970,2.000USD,9.9M, Trinidad and Tobago Dollar , $0.8K , $4.02M , $.65B ,$.80B, $.87B 
 Trinidad and Tobago ,1971,1.975USD,10.0M, Trinidad and Tobago Dollar , $0.9K , $4.38M , $.69B ,$.88B, $.95B 
 Trinidad and Tobago ,1972,1.921USD,10.1M, Trinidad and Tobago Dollar , $1.1K , $4.90M , $.88B ,$1.07B, $1.14B 
 Trinidad and Tobago ,1973,1.959USD,10.3M, Trinidad and Tobago Dollar , $1.3K , $6.60M , $.97B ,$1.28B, $1.38B 
 Trinidad and Tobago ,1974,2.053USD,10.4M, Trinidad and Tobago Dollar , $1.8K , $13.24M , $1.19B ,$1.85B, $2.16B 
 Trinidad and Tobago ,1975,2.170USD,10.5M, Trinidad and Tobago Dollar , $2.4K , $14.79M , $1.45B ,$2.49B, $2.58B 
 Trinidad and Tobago ,1976,2.436USD,10.7M, Trinidad and Tobago Dollar , $2.4K , $15.96M , $1.62B ,$2.52B, $2.64B 
 Trinidad and Tobago ,1977,2.400USD,10.8M, Trinidad and Tobago Dollar , $2.9K , $17.78M , $2.06B ,$3.11B, $3.31B 
 Trinidad and Tobago ,1978,2.400USD,11.0M, Trinidad and Tobago Dollar , $3.4K , $17.94M , $2.52B ,$3.68B, $3.76B 
 Trinidad and Tobago ,1979,2.400USD,11.1M, Trinidad and Tobago Dollar , $4.1K , $23.71M , $3.24B ,$4.59B, $4.86B 
 Trinidad and Tobago ,1980,2.400USD,11.3M, Trinidad and Tobago Dollar , $5.5K , $35.96M , $3.91B ,$6.25B, $6.58B 
 Trinidad and Tobago ,1981,2.400USD,11.4M, Trinidad and Tobago Dollar , $6.4K , $35.00M , $4.83B ,$7.27B, $7.38B 
 Trinidad and Tobago ,1982,2.400USD,11.6M, Trinidad and Tobago Dollar , $7.5K , $31.89M , $6.85B ,$8.63B, $8.59B 
 Trinidad and Tobago ,1983,2.400USD,11.7M, Trinidad and Tobago Dollar , $6.9K , $27.41M , $7.07B ,$8.05B, $8.20B 
 Trinidad and Tobago ,1984,2.400USD,11.8M, Trinidad and Tobago Dollar , $6.6K , $28.49M , $6.50B ,$7.85B, $8.19B 
 Trinidad and Tobago ,1985,2.450USD,12.0M, Trinidad and Tobago Dollar , $6.2K , $27.45M , $6.14B ,$7.42B, $7.79B 
 Trinidad and Tobago ,1986,3.600USD,12.2M, Trinidad and Tobago Dollar , $3.9K , $18.22M , $4.43B ,$4.79B, $5.06B 
 Trinidad and Tobago ,1987,3.600USD,12.3M, Trinidad and Tobago Dollar , $3.9K , $18.59M , $4.11B ,$4.77B, $5.06B 
 Trinidad and Tobago ,1988,3.844USD,12.4M, Trinidad and Tobago Dollar , $3.6K , $20.00M , $3.99B ,$4.42B, $4.75B 
 Trinidad and Tobago ,1989,4.250USD,12.6M, Trinidad and Tobago Dollar , $3.3K , $21.07M , $3.53B ,$4.16B, $4.56B 
 Trinidad and Tobago ,1990,4.250USD,12.7M, Trinidad and Tobago Dollar , $3.9K , $26.28M , $3.80B ,$4.93B, $5.35B 
 Trinidad and Tobago ,1991,4.250USD,12.8M, Trinidad and Tobago Dollar , $4.0K , $24.92M , $4.33B ,$5.13B, $5.60B 
 Trinidad and Tobago ,1992,4.250USD,12.9M, Trinidad and Tobago Dollar , $4.1K , $24.51M , $4.43B ,$5.26B, $5.74B 
 Trinidad and Tobago ,1993,5.351USD,12.9M, Trinidad and Tobago Dollar , $3.5K , $21.24M , $3.90B ,$4.47B, $4.83B 
 Trinidad and Tobago ,1994,5.925USD,13.0M, Trinidad and Tobago Dollar , $3.7K , $24.06M , $3.50B ,$4.76B, $5.22B 
 Trinidad and Tobago ,1995,5.948USD,13.1M, Trinidad and Tobago Dollar , $3.9K , $30.24M , $3.64B ,$5.11B, $5.63B 
 Trinidad and Tobago ,1996,6.005USD,13.1M, Trinidad and Tobago Dollar , $4.2K , $31.25M , $3.97B ,$5.53B, $6.08B 
 Trinidad and Tobago ,1997,6.252USD,13.2M, Trinidad and Tobago Dollar , $4.3K , $32.60M , $4.43B ,$5.64B, $6.06B 
 Trinidad and Tobago ,1998,6.298USD,13.2M, Trinidad and Tobago Dollar , $4.5K , $30.93M , $4.59B ,$6.02B, $6.38B 
 Trinidad and Tobago ,1999,6.299USD,13.3M, Trinidad and Tobago Dollar , $5.1K , $35.92M , $5.26B ,$6.77B, $7.19B 
 Trinidad and Tobago ,2000,6.300USD,13.3M, Trinidad and Tobago Dollar , $6.0K , $50.97M , $5.97B ,$7.95B, $8.61B 
 Trinidad and Tobago ,2001,6.233USD,13.4M, Trinidad and Tobago Dollar , $6.5K , $51.53M , $5.83B ,$8.75B, $9.32B 
 Trinidad and Tobago ,2002,6.249USD,13.5M, Trinidad and Tobago Dollar , $6.7K , $47.80M , $6.83B ,$9.01B, $9.51B 
 Trinidad and Tobago ,2003,6.295USD,13.5M, Trinidad and Tobago Dollar , $8.3K , $61.83M , $7.24B ,$11.22B, $11.93B 
 Trinidad and Tobago ,2004,6.299USD,13.6M, Trinidad and Tobago Dollar , $10.0K , $76.22M , $9.14B ,$13.60B, $14.02B 
 Trinidad and Tobago ,2005,6.300USD,13.7M, Trinidad and Tobago Dollar , $11.7K , $111.04M , $7.26B ,$16.07B, $16.87B 
 Trinidad and Tobago ,2006,6.312USD,13.8M, Trinidad and Tobago Dollar , $13.4K , $157.85M , $7.80B ,$18.41B, $19.39B 
 Trinidad and Tobago ,2007,6.328USD,13.8M, Trinidad and Tobago Dollar , $15.2K , $155.75M , $12.97B ,$21.05B, $22.84B 
 Trinidad and Tobago ,2008,6.289USD,13.9M, Trinidad and Tobago Dollar , $19.0K , $202.58M , $17.33B ,$26.47B, $29.42B 
 Trinidad and Tobago ,2009,6.325USD,14.0M, Trinidad and Tobago Dollar , $13.7K , $103.15M , $11.71B ,$19.17B, $20.24B 
 Trinidad and Tobago ,2010,6.376USD,14.1M, Trinidad and Tobago Dollar , $15.8K , $125.39M , $13.65B ,$22.21B, $23.35B 
 Trinidad and Tobago ,2011,6.409USD,14.2M, Trinidad and Tobago Dollar , $16.8K , $193.58M , $14.25B ,$23.87B, $26.85B 
 Trinidad and Tobago ,2012,6.430USD,14.3M, Trinidad and Tobago Dollar , $17.3K , $189.56M , $15.75B ,$24.71B, $27.12B 
 Trinidad and Tobago ,2013,6.443USD,14.4M, Trinidad and Tobago Dollar , $18.7K , $200.35M , $16.15B ,$26.92B, $28.56B 
 Trinidad and Tobago ,2014,6.409USD,14.5M, Trinidad and Tobago Dollar , $19.1K , $177.77M , $17.75B ,$27.65B, $29.49B 
 Trinidad and Tobago ,2015,6.377USD,14.6M, Trinidad and Tobago Dollar , $18.1K , $136.99M , $18.77B ,$26.39B, $26.85B 
 Trinidad and Tobago ,2016,6.669USD,14.7M, Trinidad and Tobago Dollar , $15.8K , $99.32M , $19.19B ,$23.18B, $23.50B 
 Trinidad and Tobago ,2017,6.780USD,14.8M, Trinidad and Tobago Dollar , $16.1K , $109.08M , $18.91B ,$23.85B, $23.80B 
 Trinidad and Tobago ,2018,6.771USD,15.0M, Trinidad and Tobago Dollar , $15.7K , $118.14M , $17.99B ,$23.61B, $24.32B 
 Trinidad and Tobago ,2019,6.754USD,15.2M, Trinidad and Tobago Dollar , $15.3K , $95.51M , $18.46B ,$23.24B, $23.85B 
 Trinidad and Tobago ,2020,6.751USD,15.2M, Trinidad and Tobago Dollar , $14.0K , $63.39M , $18.06B ,$21.19B, $21.06B 
 Trinidad and Tobago ,2021,6.759USD,15.3M, Trinidad and Tobago Dollar , $15.3K , $113.47M , $19.07B ,$23.37B, $24.46B 
 United Arab Emirates ,1970,4.762USD,3.0M, UAE Dirham , $3.1K , $5.96M , $.22B ,$.93B, $1.07B 
 United Arab Emirates ,1971,4.748USD,3.4M, UAE Dirham , $3.7K , $7.96M , $.30B ,$1.29B, $1.46B 
 United Arab Emirates ,1972,4.386USD,3.9M, UAE Dirham , $4.6K , $12.45M , $.51B ,$1.79B, $2.20B 
 United Arab Emirates ,1973,3.996USD,4.4M, UAE Dirham , $7.8K , $23.59M , $.93B ,$3.45B, $4.27B 
 United Arab Emirates ,1974,3.959USD,4.9M, UAE Dirham , $22.2K , $74.31M , $1.52B ,$10.93B, $11.77B 
 United Arab Emirates ,1975,3.961USD,5.4M, UAE Dirham , $25.5K , $74.44M , $3.38B ,$13.85B, $14.91B 
 United Arab Emirates ,1976,3.953USD,6.1M, UAE Dirham , $29.5K , $92.37M , $4.33B ,$18.13B, $19.46B 
 United Arab Emirates ,1977,3.903USD,7.1M, UAE Dirham , $32.9K , $106.92M , $6.68B ,$23.26B, $25.20B 
 United Arab Emirates ,1978,3.871USD,8.1M, UAE Dirham , $27.9K , $103.73M , $7.32B ,$22.46B, $24.09B 
 United Arab Emirates ,1979,3.816USD,9.1M, UAE Dirham , $33.0K , $149.74M , $8.97B ,$30.00B, $31.63B 
 United Arab Emirates ,1980,3.707USD,10.1M, UAE Dirham , $42.7K , $230.61M , $11.50B ,$43.34B, $44.17B 
 United Arab Emirates ,1981,3.671USD,11.0M, UAE Dirham , $43.9K , $227.64M , $16.66B ,$48.32B, $49.98B 
 United Arab Emirates ,1982,3.671USD,11.7M, UAE Dirham , $39.4K , $194.76M , $17.66B ,$46.07B, $47.23B 
 United Arab Emirates ,1983,3.671USD,12.4M, UAE Dirham , $34.5K , $164.05M , $17.49B ,$42.65B, $43.36B 
 United Arab Emirates ,1984,3.671USD,13.1M, UAE Dirham , $32.5K , $162.59M , $16.90B ,$42.54B, $42.35B 
 United Arab Emirates ,1985,3.671USD,13.8M, UAE Dirham , $29.9K , $156.92M , $17.74B ,$41.30B, $41.13B 
 United Arab Emirates ,1986,3.671USD,14.7M, UAE Dirham , $23.7K , $103.13M , $18.78B ,$34.76B, $34.39B 
 United Arab Emirates ,1987,3.671USD,15.8M, UAE Dirham , $23.2K , $132.14M , $19.84B ,$36.50B, $36.86B 
 United Arab Emirates ,1988,3.671USD,16.8M, UAE Dirham , $21.9K , $127.56M , $22.25B ,$36.86B, $36.75B 
 United Arab Emirates ,1989,3.671USD,17.9M, UAE Dirham , $23.5K , $162.86M , $24.30B ,$42.18B, $42.01B 
 United Arab Emirates ,1990,3.671USD,19.0M, UAE Dirham , $26.7K , $220.81M , $26.87B ,$50.83B, $51.36B 
 United Arab Emirates ,1991,3.671USD,20.1M, UAE Dirham , $25.4K , $229.11M , $28.74B ,$51.01B, $52.23B 
 United Arab Emirates ,1992,3.671USD,21.2M, UAE Dirham , $25.1K , $241.35M , $32.32B ,$53.20B, $54.95B 
 United Arab Emirates ,1993,3.671USD,22.2M, UAE Dirham , $25.5K , $274.88M , $33.69B ,$56.70B, $56.35B 
 United Arab Emirates ,1994,3.671USD,23.3M, UAE Dirham , $26.4K , $284.40M , $36.89B ,$61.49B, $60.08B 
 United Arab Emirates ,1995,3.671USD,24.3M, UAE Dirham , $28.5K , $305.91M , $41.09B ,$69.40B, $66.60B 
 United Arab Emirates ,1996,3.671USD,25.7M, UAE Dirham , $30.0K , $400.53M , $44.76B ,$77.27B, $74.53B 
 United Arab Emirates ,1997,3.671USD,27.5M, UAE Dirham , $29.8K , $436.80M , $48.38B ,$81.82B, $79.87B 
 United Arab Emirates ,1998,3.673USD,29.2M, UAE Dirham , $26.9K , $370.67M , $51.11B ,$78.51B, $76.66B 
 United Arab Emirates ,1999,3.673USD,31.0M, UAE Dirham , $28.2K , $399.43M , $55.19B ,$87.30B, $85.55B 
 United Arab Emirates ,2000,3.673USD,32.8M, UAE Dirham , $32.9K , $538.89M , $61.75B ,$108.00B, $106.00B 
 United Arab Emirates ,2001,3.673USD,34.5M, UAE Dirham , $31.8K , $507.87M , $64.09B ,$110.00B, $105.00B 
 United Arab Emirates ,2002,3.673USD,36.3M, UAE Dirham , $30.9K , $543.63M , $70.55B ,$112.00B, $111.00B 
 United Arab Emirates ,2003,3.673USD,38.1M, UAE Dirham , $33.0K , $695.38M , $76.33B ,$126.00B, $126.00B 
 United Arab Emirates ,2004,3.673USD,39.9M, UAE Dirham , $37.7K , $939.69M , $92.11B ,$150.00B, $150.00B 
 United Arab Emirates ,2005,3.673USD,42.8M, UAE Dirham , $43.4K , $1220.00M , $104.00B ,$186.00B, $183.00B 
 United Arab Emirates ,2006,3.673USD,49.0M, UAE Dirham , $46.9K , $1520.00M , $125.00B ,$230.00B, $225.00B 
 United Arab Emirates ,2007,3.673USD,58.7M, UAE Dirham , $45.9K , $1870.00M , $154.00B ,$270.00B, $261.00B 
 United Arab Emirates ,2008,3.673USD,69.9M, UAE Dirham , $46.3K , $2490.00M , $185.00B ,$323.00B, $320.00B 
 United Arab Emirates ,2009,3.673USD,79.9M, UAE Dirham , $32.5K , $2020.00M , $143.00B ,$260.00B, $257.00B 
 United Arab Emirates ,2010,3.673USD,84.8M, UAE Dirham , $34.2K , $2380.00M , $151.00B ,$290.00B, $290.00B 
 United Arab Emirates ,2011,3.673USD,85.8M, UAE Dirham , $40.9K , $3160.00M , $170.00B ,$351.00B, $351.00B 
 United Arab Emirates ,2012,3.673USD,86.6M, UAE Dirham , $43.3K , $3760.00M , $157.00B ,$375.00B, $375.00B 
 United Arab Emirates ,2013,3.673USD,87.5M, UAE Dirham , $44.6K , $3920.00M , $175.00B ,$391.00B, $390.00B 
 United Arab Emirates ,2014,3.673USD,88.4M, UAE Dirham , $45.7K , $4010.00M , $190.00B ,$404.00B, $403.00B 
 United Arab Emirates ,2015,3.673USD,89.2M, UAE Dirham , $40.4K , $3610.00M , $171.00B ,$360.00B, $358.00B 
 United Arab Emirates ,2016,3.673USD,89.9M, UAE Dirham , $39.9K , $3610.00M , $174.00B ,$359.00B, $357.00B 
 United Arab Emirates ,2017,3.673USD,90.7M, UAE Dirham , $42.8K , $3840.00M , $195.00B ,$388.00B, $386.00B 
 United Arab Emirates ,2018,3.673USD,91.4M, UAE Dirham , $46.3K , $3930.00M , $212.00B ,$424.00B, $422.00B 
 United Arab Emirates ,2019,3.673USD,92.1M, UAE Dirham , $45.5K , $4040.00M , $215.00B ,$419.00B, $417.00B 
 United Arab Emirates ,2020,3.673USD,92.9M, UAE Dirham , $38.3K , $3510.00M , $193.00B ,$355.00B, $357.00B 
 United Arab Emirates ,2021,3.673USD,93.7M, UAE Dirham , $43.2K , $4250.00M , $226.00B ,$405.00B, $405.00B 
 Tunisia ,1970,0.525USD,50.5M, Tunisian Dinar , $0.3K , $3.11M , $1.35B ,$1.54B, $1.58B 
 Tunisia ,1971,0.523USD,51.8M, Tunisian Dinar , $0.4K , $3.99M , $1.52B ,$1.83B, $1.85B 
 Tunisia ,1972,0.477USD,53.2M, Tunisian Dinar , $0.5K , $5.57M , $1.97B ,$2.44B, $2.46B 
 Tunisia ,1973,0.422USD,54.6M, Tunisian Dinar , $0.5K , $6.98M , $2.49B ,$2.98B, $3.00B 
 Tunisia ,1974,0.437USD,56.1M, Tunisian Dinar , $0.7K , $12.30M , $2.94B ,$3.89B, $3.89B 
 Tunisia ,1975,0.402USD,57.7M, Tunisian Dinar , $0.8K , $13.19M , $3.73B ,$4.77B, $4.75B 
 Tunisia ,1976,0.429USD,59.3M, Tunisian Dinar , $0.8K , $12.86M , $3.92B ,$4.91B, $4.95B 
 Tunisia ,1977,0.429USD,60.9M, Tunisian Dinar , $0.9K , $14.83M , $4.58B ,$5.59B, $5.61B 
 Tunisia ,1978,0.416USD,62.5M, Tunisian Dinar , $1.1K , $18.13M , $5.29B ,$6.57B, $6.55B 
 Tunisia ,1979,0.406USD,64.2M, Tunisian Dinar , $1.2K , $27.49M , $6.10B ,$7.94B, $7.89B 
 Tunisia ,1980,0.405USD,65.8M, Tunisian Dinar , $1.5K , $35.08M , $7.47B ,$9.71B, $9.60B 
 Tunisia ,1981,0.494USD,67.4M, Tunisian Dinar , $1.4K , $34.21M , $7.21B ,$9.37B, $9.25B 
 Tunisia ,1982,0.591USD,69.1M, Tunisian Dinar , $1.3K , $29.46M , $7.21B ,$9.07B, $8.93B 
 Tunisia ,1983,0.679USD,70.9M, Tunisian Dinar , $1.3K , $28.16M , $7.22B ,$9.04B, $8.89B 
 Tunisia ,1984,0.777USD,72.8M, Tunisian Dinar , $1.2K , $26.70M , $7.20B ,$8.93B, $8.82B 
 Tunisia ,1985,0.834USD,74.8M, Tunisian Dinar , $1.2K , $26.14M , $7.21B ,$9.05B, $9.23B 
 Tunisia ,1986,0.794USD,76.8M, Tunisian Dinar , $1.3K , $26.52M , $8.16B ,$9.66B, $9.90B 
 Tunisia ,1987,0.829USD,78.7M, Tunisian Dinar , $1.3K , $33.01M , $8.47B ,$10.62B, $10.65B 
 Tunisia ,1988,0.858USD,80.7M, Tunisian Dinar , $1.4K , $41.50M , $8.87B ,$11.13B, $11.08B 
 Tunisia ,1989,0.949USD,82.6M, Tunisian Dinar , $1.3K , $44.98M , $9.11B ,$10.70B, $11.09B 
 Tunisia ,1990,0.878USD,84.4M, Tunisian Dinar , $1.6K , $52.63M , $11.07B ,$13.15B, $13.52B 
 Tunisia ,1991,0.925USD,86.2M, Tunisian Dinar , $1.6K , $51.54M , $11.54B ,$13.74B, $14.28B 
 Tunisia ,1992,0.884USD,88.0M, Tunisian Dinar , $1.9K , $60.11M , $13.54B ,$16.31B, $17.01B 
 Tunisia ,1993,1.004USD,89.8M, Tunisian Dinar , $1.7K , $57.97M , $12.85B ,$15.16B, $16.04B 
 Tunisia ,1994,1.012USD,91.4M, Tunisian Dinar , $1.8K , $68.92M , $13.76B ,$16.27B, $17.16B 
 Tunisia ,1995,0.946USD,92.9M, Tunisian Dinar , $2.0K , $79.43M , $16.05B ,$18.96B, $19.80B 
 Tunisia ,1996,0.973USD,94.3M, Tunisian Dinar , $2.2K , $81.41M , $16.84B ,$20.46B, $21.50B 
 Tunisia ,1997,1.106USD,95.6M, Tunisian Dinar , $2.1K , $81.15M , $16.14B ,$19.85B, $20.75B 
 Tunisia ,1998,1.139USD,96.8M, Tunisian Dinar , $2.2K , $83.98M , $17.01B ,$20.95B, $21.80B 
 Tunisia ,1999,1.186USD,97.9M, Tunisian Dinar , $2.3K , $87.14M , $17.74B ,$22.06B, $22.94B 
 Tunisia ,2000,1.371USD,98.9M, Tunisian Dinar , $2.1K , $85.31M , $16.59B ,$20.53B, $21.47B 
 Tunisia ,2001,1.439USD,100.0M, Tunisian Dinar , $2.1K , $94.48M , $17.15B ,$21.13B, $22.07B 
 Tunisia ,2002,1.422USD,100.9M, Tunisian Dinar , $2.2K , $94.38M , $18.50B ,$22.16B, $23.14B 
 Tunisia ,2003,1.288USD,101.9M, Tunisian Dinar , $2.6K , $108.40M , $21.99B ,$26.39B, $27.45B 
 Tunisia ,2004,1.245USD,102.9M, Tunisian Dinar , $2.9K , $131.59M , $24.71B ,$29.91B, $31.18B 
 Tunisia ,2005,1.297USD,103.9M, Tunisian Dinar , $2.9K , $145.01M , $25.40B ,$30.61B, $32.27B 
 Tunisia ,2006,1.331USD,104.8M, Tunisian Dinar , $3.1K , $158.23M , $26.96B ,$32.80B, $34.38B 
 Tunisia ,2007,1.281USD,105.8M, Tunisian Dinar , $3.5K , $198.77M , $30.43B ,$36.89B, $38.92B 
 Tunisia ,2008,1.232USD,106.8M, Tunisian Dinar , $4.0K , $249.66M , $34.77B ,$42.36B, $44.86B 
 Tunisia ,2009,1.350USD,107.8M, Tunisian Dinar , $3.8K , $195.72M , $34.18B ,$41.33B, $43.46B 
 Tunisia ,2010,1.431USD,109.0M, Tunisian Dinar , $3.9K , $218.04M , $35.03B ,$41.98B, $44.05B 
 Tunisia ,2011,1.408USD,110.3M, Tunisian Dinar , $4.0K , $222.96M , $38.90B ,$43.65B, $46.35B 
 Tunisia ,2012,1.562USD,111.7M, Tunisian Dinar , $3.9K , $219.74M , $38.76B ,$43.14B, $46.11B 
 Tunisia ,2013,1.625USD,113.0M, Tunisian Dinar , $3.9K , $219.03M , $40.92B ,$44.19B, $47.91B 
 Tunisia ,2014,1.698USD,114.3M, Tunisian Dinar , $4.0K , $216.15M , $42.89B ,$45.93B, $49.92B 
 Tunisia ,2015,1.962USD,115.6M, Tunisian Dinar , $3.9K , $175.79M , $40.61B ,$44.60B, $45.78B 
 Tunisia ,2016,2.148USD,116.9M, Tunisian Dinar , $3.7K , $169.88M , $39.94B ,$43.40B, $44.36B 
 Tunisia ,2017,2.419USD,118.1M, Tunisian Dinar , $3.5K , $175.91M , $38.40B ,$41.17B, $42.16B 
 Tunisia ,2018,2.647USD,119.3M, Tunisian Dinar , $3.5K , $194.16M , $38.39B ,$41.65B, $42.69B 
 Tunisia ,2019,2.934USD,120.5M, Tunisian Dinar , $3.4K , $192.56M , $37.98B ,$40.68B, $41.91B 
 Tunisia ,2020,2.812USD,121.6M, Tunisian Dinar , $3.4K , $161.43M , $40.67B ,$41.10B, $42.54B 
 Tunisia ,2021,2.794USD,122.6M, Tunisian Dinar , $3.7K , $196.67M , $44.28B ,$45.11B, $46.69B 
 Türkiye ,1970,0.000USD,355.4M, New Turkish Lira , $0.7K , $9.71M , $18.98B ,$25.59B, $25.07B 
 Türkiye ,1971,0.000USD,363.6M, New Turkish Lira , $0.7K , $10.09M , $18.57B ,$24.47B, $23.61B 
 Türkiye ,1972,0.000USD,371.9M, New Turkish Lira , $0.8K , $14.13M , $23.32B ,$30.93B, $29.68B 
 Türkiye ,1973,0.000USD,380.3M, New Turkish Lira , $1.0K , $20.49M , $28.83B ,$39.31B, $37.31B 
 Türkiye ,1974,0.000USD,388.6M, New Turkish Lira , $1.4K , $25.13M , $39.71B ,$53.85B, $51.41B 
 Türkiye ,1975,0.000USD,396.7M, New Turkish Lira , $1.7K , $27.70M , $49.65B ,$66.70B, $64.26B 
